Method,Size (N),Elapsed (s)
3,1000.0,1.2801623999839649
3,10000.0,1.4172252000134904
3,100000.0,1.7575883000099566
3,1000000.0,5.508937999984482
3,10000000.0,58.764899000001606
3,100000000.0,677.3830932000128
