Method,Size (N),Elapsed (s)
1,1000.0,0.000146800011862
1,10000.0,0.0004438000032678
1,100000.0,0.0050794999988283
1,1000000.0,0.0755996000079903
1,10000000.0,0.7819480999896768
2,1000.0,0.0022461999906226
2,10000.0,0.0225140000111423
2,100000.0,0.2198759999882895
2,1000000.0,2.0682525000011083
2,10000000.0,20.65258480000193
3,1000.0,1.5503648999947472
3,10000.0,1.5486853999973391
3,100000.0,1.949624299995776
3,1000000.0,6.666665400000056
3,10000000.0,63.268122599998605
