Method,Size (N),Elapsed (s)
1,1000.0,0.0019187999999998
1,10000.0,0.0045676000000001
1,100000.0,0.0355654999999996
1,1000000.0,0.2866025000000003
1,10000000.0,2.2478019
2,1000.0,0.0047636000000004
2,10000.0,0.0504679999999995
2,100000.0,0.5559953999999996
2,1000000.0,8.1834724
2,10000000.0,54.092916
3,1000.0,4.231712400000001
3,10000.0,3.6816136
3,100000.0,5.388138900000001
3,1000000.0,17.7929439
3,10000000.0,148.88231019999998
