Method,Size (N),Elapsed (s)
1,1000.0,0.000649199999998018
1,10000.0,0.0020551000000068598
1,100000.0,0.024297300000000632
1,1000000.0,0.16892500000000155
1,10000000.0,1.2415809000000024
